session;landmark_id;date;year;clan;utme;utmn;category
s14913;Temple_of_Artemis_Den;2014-06-09;2014;serenas;724900;9841254;cd
s14928;Zeus_Den;2014-06-17;2014;serenas;724943;9841096;cd
s15008;Polar_Bear_Den;2014-07-18;2014;serenas;725352;9840838;cd
s15054;Oceanic_Den;2014-08-26;2014;serenas;725466;9841032;cd
s15101.4;Jackson's_Hole_Den;2014-09-15;2014;serenas;725657;9841081;cd
s15103;Dudu_Den;2014-09-20;2014;serenas;725634;9840969;cd
s15104;Big_Sky_Den;2014-09-20;2014;serenas;725670;9841131;cd
s15117;Summit_Den;2014-10-06;2014;serenas;726881;9841004;cd
s15300;Oceanic_Den;2015-01-01;2015;serenas;725466;9841032;cd
s15305;Dudu_Den;2015-01-02;2015;serenas;725634;9840969;cd
s15377;Sawyer_Den;2015-01-28;2015;serenas;725256;9840952;cd
s15399;Colossus_of_Rhodes_Den;2015-02-05;2015;serenas;725114;9841436;cd
s1550;Heathrow_Den;2008-10-11;2008;serenan;719087;9840152;cd
s15506;Hanging_Gardens_Den;2015-03-05;2015;serenas;724783;9841530;cd
s15537;Defenestrate_Den;2015-03-13;2015;serenas;725405;9841812;cd
s15596;IAT_Den;2015-01-03;2015;serenan;718355;9849119;cd
s15657;J_Fab_Den;2015-01-16;2015;serenan;718389;9849092;cd
s16011;Whooping_Cami_Den;2015-01-02;2015;happyzebra;718655;9836894;cd
s16031;Summit_Den;2015-01-10;2015;happyzebra;726881;9841004;cd
s16256;Euphrates_Den;2015-03-14;2015;happyzebra;719599;9838284;cd
s16324;Tigris_Den;2015-03-26;2015;happyzebra;719693;9838330;cd
s16334;Cannibal_Cami_Den;2015-04-06;2015;happyzebra;718608;9836934;cd
s16393;Oodelali_Den;2015-04-07;2015;serenan;718352;9849222;cd
s16724;Guava_Den;2015-04-25;2015;serenas;725917;9842387;cd
s16726;Moat_Den;2015-04-25;2015;serenas;724573;9842044;cd
s16747;Portcullis_Den;2015-05-02;2015;serenas;724448;9842095;d
s16800;Ugli_Den;2015-06-07;2015;serenas;726305;9842484;d
s16870;Moonset_Den;2015-07-31;2015;happyzebra;720892;9838075;d
s16954;Nogales_Den;2015-09-15;2015;happyzebra;716267;9842643;cd
s17089;Albatross_Den;2015-08-08;2015;serenan;718494;9849303;cd
s17109;Schiphol_Den;2015-08-13;2015;serenan;723441;9844921;cd
s17658;Kit_Kat_Den;2015-12-13;2015;serenas;726433;9842488;cd
s1766;DeGaulle_Den;2009-01-26;2009;serenan;723652;9844975;cd
s17709;Twix_Den;2015-12-22;2015;serenas;726356;9842540;cd
s17773;Meatloaf_Den;2015-10-07;2015;happyzebra;715241;9843545;cd
s17775;Windsor_Den;2015-10-07;2015;happyzebra;716432;9842596;cd
s1778;DeGaulle_Den_II;2009-01-31;2009;serenan;723670;9844868;cd
s18137;Twix_Den;2016-01-03;2016;serenas;726356;9842540;cd
s18158;Defenestrate_Den;2016-01-06;2016;serenas;725405;9841812;cd
s18356;Kit_Kat_Den;2016-02-20;2016;serenas;726433;9842488;cd
s18545;IAT_Den;2016-01-03;2016;serenan;718355;9849119;cd
s18860;J_Fab_Den;2016-03-21;2016;serenan;718389;9849092;cd
s18943;Houdini_Den;2016-02-26;2016;happyzebra;716763;9843937;cd
s190;Coincidence_D;2008-10-08;2008;happyzebra;719522;9837495;cd
s1914;Runway_Den;2009-04-02;2009;serenan;723060;9844579;cd
s19223;Oodelali_Den;2016-04-12;2016;serenan;718352;9849222;cd
s19480;Ollivander's_Den;2016-06-28;2016;serenan;719224;9848877;cd
s19884;Colossus_of_Rhodes_Den;2016-07-14;2016;serenas;725114;9841436;cd
s19898.1;FML_Den;2016-07-22;2016;serenas;725171;9841252;cd
s20027;Ilvermorny_Den;2016-08-06;2016;serenan;719409;9848777;cd
s20198.1;Portcullis_Den;2016-12-21;2016;serenas;724448;9842095;d
s20228;Moat_Den;2016-08-20;2016;serenas;724573;9842044;cd
s20262.1;Bastion_Den;2016-08-29;2016;serenas;724676;9842170;cd
s20305;Turret_Den;2016-09-09;2016;serenas;724950;9842127;cd
s20378.1;Cacophony_Den;2016-07-31;2016;happyzebra;716718;9843752;cd
s20415;Hullabaloo_Den;2016-08-19;2016;happyzebra;716721;9843423;cd
s20429;Uproar_Den;2016-08-24;2016;happyzebra;716771;9843244;cd
s20437;Clamor_Den;2016-08-30;2016;happyzebra;716904;9843283;cd
s20468;Hubbub_Den;2016-09-18;2016;happyzebra;716847;9843520;cd
s20472;Extortion_Den;2016-09-21;2016;happyzebra;717163;9843805;cd
s20488;Judith_Den2;2016-10-03;2016;serenan;718910;9849244;cd
s20520;Judith_Den;2016-10-14;2016;serenan;718861;9849286;cd
s20821;Tiny_Violet_Princess_Den;2016-10-08;2016;happyzebra;716339;9843900;cd
s20851;Nogales_Den;2016-10-28;2016;happyzebra;716267;9842643;cd
s20863;Windsor_Den;2016-11-05;2016;happyzebra;716432;9842596;cd
s20897;Calexico_Den;2016-12-08;2016;happyzebra;716384;9842738;cd
s20943;Judith_Den;2017-01-01;2017;serenan;718861;9849286;cd
s21007;J_Fab_Den;2017-02-09;2017;serenan;718389;9849092;cd
s21018;IAT_Den;2017-02-19;2017;serenan;718355;9849119;cd
s21061;Portcullis_Den;2017-01-01;2017;serenas;724448;9842095;d
s21063;Moat_Den;2017-01-05;2017;serenas;724573;9842044;cd
s21133;TSA_Den;2017-02-18;2017;serenas;724439;9841751;cd
s21144;Bastion_Den;2017-02-25;2017;serenas;724676;9842170;cd
s21153;Hanging_Gardens_Den;2017-03-07;2017;serenas;724783;9841530;cd
s21185;Windsor_Den;2017-01-02;2017;happyzebra;716432;9842596;cd
s21194;Texarkana_Den;2017-01-07;2017;happyzebra;716373;9842739;cd
s21289;Angry_Ele_Den;2017-03-17;2017;happyzebra;718523;9844405;cd
s21523;Defenestrate_Den2;2017-05-05;2017;serenas;725495;9841916;cd
s21530;Ugli_Den;2017-05-08;2017;serenas;726305;9842484;d
s21641;Suzi_Den_3;2017-06-19;2017;serenas;726324;9842426;cd
s2171;Airstrip_Den;2009-07-17;2009;serenan;723463;9844931;d
s21753;Angry_Ele_Den_2;2017-05-07;2017;happyzebra;718503;9844377;cd
s21795;Lugga_Den;2017-06-12;2017;happyzebra;718649;9844548;cd
s21823;Lugga_Den2;2017-06-21;2017;happyzebra;718624;9844590;cd
s21856.1;Lugga_Den_lll;2017-07-15;2017;happyzebra;718592;9844639;cd
s21937;Suzi_Den;2017-07-02;2017;serenas;726298;9842460;cd
s22032;Mango_Den_ll;2017-07-22;2017;serenas;726233;9842257;cd
s22044;Bberry_Den;2017-07-24;2017;serenas;725937;9841648;cd
s22047;Precipice_Den_ll;2017-07-25;2017;serenas;726027;9841858;cd
s22058;Precipice_Den;2017-07-28;2017;serenas;726069;9841910;cd
s22185;Rang_Natal_Den;2017-09-14;2017;serenas;726091;9842140;d
s2232;Seatac_Den;2009-08-04;2009;serenan;723326;9844804;cd
s22332;Bright_Eyes_Den_ll;2017-07-21;2017;serenan;718276;9848942;cd
s22344;Bright_Eyes_Den;2017-07-22;2017;serenan;718430;9848948;cd
s22427.1;Kabbalah_Den;2017-08-09;2017;serenan;718423;9849180;cd
s22442;Diagon_Alley_Den;2017-08-16;2017;serenan;717949;9849283;cd
s22507;Diagon_Alley_Den_II;2017-09-17;2017;serenan;717981;9849311;cd
s2251;Redemption_Den;2009-08-13;2009;serenan;722500;9844773;cd
s22512;Gringotts_Den;2017-09-21;2017;serenan;718155;9849595;cd
s22938;Whomping_Willow_Den;2017-12-22;2017;serenan;718529;9849152;cd
s2294;Soda_Fountain_Den;2009-09-10;2009;serenan;718914;9851295;cd
s22986.1;Meatloaf_Den;2017-11-28;2017;happyzebra;715241;9843545;cd
s23017;Meatloaf_Den;2018-01-07;2018;happyzebra;715241;9843545;cd
s23065;Whomping_Willow_Den;2018-01-07;2018;serenan;718529;9849152;cd
s23145;IAT_Den;2018-02-19;2018;serenan;718355;9849119;cd
s23170;J_Fab_Den;2018-03-24;2018;serenan;718389;9849092;cd
s23182;Precipice_Den;2018-01-06;2018;serenas;726069;9841910;cd
s23200;Precipice_Den_ll;2018-01-13;2018;serenas;726027;9841858;cd
s23286;Precipice_Den_III;2018-02-26;2018;serenas;726025;9841891;cd
s23371;Precipice_Den_II;2018-04-08;2018;serenas;726027;9841858;cd
s23457;Crunk_Den;2018-04-22;2018;serenan;718375;9849268;cd
s23457.2;Kabbalah_Den;2018-04-22;2018;serenan;718423;9849180;cd
s23516.1;Crunk_Den_2;2018-05-11;2018;serenan;718357;9849270;cd
s23542;Albatross_Den;2018-05-28;2018;serenan;718494;9849303;cd
s23652;Mtafiti_Fisi_Good_Day_Den;2018-05-31;2018;happyzebra;717251;9842925;d
s23734;All_Hallows'_Eve_Den;2018-07-14;2018;serenan;720265;9848034;cd
s23781;Some_Freaky_Lions_Den;2018-08-04;2018;serenan;719768;9848458;cd
s23920;FML_Den;2018-07-02;2018;serenas;725171;9841252;cd
s24067;Culvert_City_Den;2018-07-06;2018;happyzebra;718169;9842580;cd
s24097;Wapi_Dave_Den;2018-08-06;2018;happyzebra;714577;9847556;cd
s24302;Crunk_Den_II;2018-11-24;2018;serenan;718357;9849270;cd
s24343;Gringotts_Den_2;2018-12-05;2018;serenan;718197;9849416;cd
s2436;IAT_Den;2009-12-23;2009;serenan;718355;9849119;cd
s24692;Ollivander's_Den_2;2019-01-12;2019;serenan;719198;9848864;cd
s2477;Redemption_Den;2010-01-28;2010;serenan;722500;9844773;cd
s249;CERN_Den;2008-11-20;2008;happyzebra;719534;9838825;cd
s2983;Unremarkable_Den;2010-07-06;2010;serenan;722850;9847268;cd
s3041;Mag_Den;2010-08-13;2010;serenan;719366;9850839;cd
s3051;Gryffindor_Den;2010-08-18;2010;serenan;719173;9851289;cd
s3062;Slytherin_Den;2010-08-25;2010;serenan;719259;9850909;cd
s3070;Ravenclaw_Den;2010-08-31;2010;serenan;719000;9851018;cd
s3084;Hufflepuff_Den;2010-09-09;2010;serenan;718886;9851135;cd
s3092;Durmstrang_Den;2010-09-14;2010;serenan;719067;9851012;cd
s3100;Beauxbatons_Den;2010-09-17;2010;serenan;718987;9850937;cd
s3117;Diagon_Alley_Den;2010-10-04;2010;serenan;717949;9849283;cd
s314;CERN_Den;2009-01-01;2009;happyzebra;719534;9838825;cd
s3142;Schiphol_Den;2010-10-17;2010;serenan;723441;9844921;cd
s3156;Hogshead_Den;2010-10-23;2010;serenan;717723;9849485;cd
s3169;Chamber_of_Secrets_Den;2010-10-28;2010;serenan;717726;9849379;cd
s3185;3_Broomsticks_Den;2010-11-05;2010;serenan;717702;9849474;cd
s3203;IAT_Den;2010-11-13;2010;serenan;718355;9849119;cd
s3286;Ollivander's_Den;2010-12-15;2010;serenan;719224;9848877;cd
s3337;South_Den;2008-11-16;2008;serenas;724375;9842053;cd
s3382;Railroad_Den;2008-12-08;2008;serenas;724422;9841651;cd
s3414;Railroad_Den;2009-01-16;2009;serenas;724422;9841651;cd
s3431;Hanging_Gardens_Den;2009-01-27;2009;serenas;724783;9841530;cd
s354;Amazon_Den;2009-02-11;2009;happyzebra;719656;9838561;cd
s3576.1;Suzi_Den;2009-05-02;2009;serenas;726298;9842460;cd
s3591;Suzi_Den_II;2009-05-12;2009;serenas;726321;9842497;cd
s3633;Ice_Age_Den;2009-06-03;2009;serenas;727052;9842117;cd
s3640;Elm_Street_Den;2009-06-06;2009;serenas;726446;9842434;cd
s3699;The_Hatch_Den;2009-07-27;2009;serenas;727333;9840695;cd
s3720;Orchid_Den;2009-08-10;2009;serenas;725445;9840897;cd
s3734;Hydra_Den;2009-08-18;2009;serenas;725559;9840851;cd
s3779;Pearl_Den;2009-08-30;2009;serenas;725783;9840988;cd
s3802;Oceanic_Den;2009-09-11;2009;serenas;725466;9841032;cd
s3819;Jackson's_Hole_Den;2009-10-05;2009;serenas;725657;9841081;cd
s3836;Big_Sky_Den;2009-10-24;2009;serenas;725670;9841131;cd
s3859;Foggy_Den;2009-11-07;2009;serenas;724958;9840745;cd
s3892;Snowbird_Den;2009-11-28;2009;serenas;725146;9840846;cd
s3921;Dudu_Den;2009-12-20;2009;serenas;725634;9840969;cd
s3958;Orchid_Den;2010-01-02;2010;serenas;725445;9840897;cd
s3962;Dudu_Den;2010-01-05;2010;serenas;725634;9840969;cd
s3970;Jackson's_Hole_Den;2010-01-13;2010;serenas;725657;9841081;cd
s3977;Oceanic_Den;2010-01-15;2010;serenas;725466;9841032;cd
s4077;Submarine_Den;2010-03-31;2010;serenas;725144;9840834;d
s4164;Polar_Bear_Den;2010-05-07;2010;serenas;725352;9840838;cd
s4180;Dharma_Den;2010-05-15;2010;serenas;725495;9840858;cd
s4184;Pearl_Den;2010-05-25;2010;serenas;725783;9840988;cd
s4227;Foggy_Den;2010-06-07;2010;serenas;724958;9840745;cd
s4328;Hurley_Den;2010-07-29;2010;serenas;725185;9840831;cd
s4333;Locke_Den;2010-07-08;2010;serenas;725145;9840826;cd
s4352;Hallelujah_Den;2010-08-22;2010;serenas;723071;9841425;cd
s4380;Rivendell_Den;2010-09-21;2010;serenas;723719;9841457;cd
s4393;Snowbird_Den;2010-10-10;2010;serenas;725146;9840846;cd
s4395;Sawyer_Den;2010-10-15;2010;serenas;725256;9840952;cd
s4407;Boone_Den;2010-10-20;2010;serenas;725499;9840852;cd
s4447;FML_Den;2010-11-12;2010;serenas;725171;9841252;cd
s459;Holy_Grail_Den;2009-04-01;2009;happyzebra;719087;9840152;cd
s4605;Lighthouse_Den;2010-12-28;2010;serenas;727206;9840510;cd
s4645;Sawyer_Den;2011-01-04;2011;serenas;725256;9840952;cd
s4646;Lighthouse_Den;2011-01-04;2011;serenas;727206;9840510;cd
s4661;Heath_Den;2011-01-06;2011;serenas;726486;9842170;cd
s4791;Ajira_Den;2011-01-29;2011;serenas;727214;9840612;cd
s4810;The_Staff_Den;2011-02-03;2011;serenas;727253;9840510;cd
s4914;Suzi_Den;2011-03-07;2011;serenas;726298;9842460;cd
s4927;Reese's_Den;2011-03-13;2011;serenas;726279;9842474;cd
s5002;Ice_Age_Den;2011-04-26;2011;serenas;727052;9842117;cd
s5008;Kit_Kat_Den;2011-05-02;2011;serenas;726433;9842488;cd
s5047;Twix_Den;2011-05-19;2011;serenas;726356;9842540;cd
s5058;Suzi_Den_II;2011-05-22;2011;serenas;726321;9842497;cd
s5165;Milky_Way_Den_Deleted;2011-07-01;2011;serenas;726313;9842410;cd
s5213;The_Hatch_Den;2011-07-11;2011;serenas;727333;9840695;cd
s5945;Schiphol_Den;2011-01-05;2011;serenan;723441;9844921;cd
s5947;Ollivander's_Den;2011-01-05;2011;serenan;719224;9848877;cd
s5961;Helsinki_Den;2011-01-08;2011;serenan;719644;9851282;cd
s5982;Oslo_Den;2011-01-19;2011;serenan;719597;9851224;cd
s5989.1;Stockholm_Den;2011-01-21;2011;serenan;719632;9851320;cd
s6023;Copenhagen_Den;2011-01-28;2011;serenan;719620;9851394;cd
s6034;Tallinn_Den;2011-01-30;2011;serenan;719639;9851358;cd
s6074;Reykjavik_Den;2011-02-07;2011;serenan;719658;9851418;cd
s6128.1;Gothenburg_Den;2011-02-28;2011;serenan;719679;9851370;cd
s6128.3;Aarhus_Den;2011-02-28;2011;serenan;719884;9851382;cd
s6130.7;Moscow_Den;2011-03-05;2011;serenan;719942;9851358;cd
s6213.1;St_Petersburg_Den;2011-03-31;2011;serenan;719940;9851218;cd
s6265;Nyumba_Ndege_Den;2011-04-22;2011;serenan;724224;9846508;cd
s6266;Scrapple_Den;2011-04-22;2011;serenan;724111;9846482;cd
s6470;Grits_Den;2011-06-11;2011;serenan;724180;9846138;cd
s6576;Crepes_Den;2011-06-26;2011;serenan;724243;9846030;cd
s6746;Frittata_Den;2011-07-23;2011;serenan;723884;9846260;cd
s6782;Chex_Den;2011-07-29;2011;serenan;723983;9846130;cd
s6866;Bergen_Den;2011-08-24;2011;serenan;720253;9851464;cd
s6916;Vaasa_Den;2011-09-13;2011;serenan;720189;9851280;cd
s6923;Kolding_Den;2011-09-17;2011;serenan;720256;9851264;cd
s7058;Salander_Den;2011-10-26;2011;serenan;720032;9850724;cd
